Date,Open,High,Low,Close,Adj Close,Volume
2010-05-17,16.389999389648438,16.450000762939453,15.850000381469727,16.350000381469727,12.901257514953613,181966800
2010-05-18,16.709999084472656,16.75,15.670000076293945,15.949999809265137,12.585631370544434,216050700
2010-05-19,15.800000190734863,16.459999084472656,15.800000190734863,16.309999465942383,12.869702339172363,260711100
2010-05-20,15.960000038146973,16.049999237060547,15.279999732971191,15.300000190734863,12.072737693786621,301263900
2010-05-21,14.960000038146973,16.0,14.949999809265137,15.989999771118164,12.617194175720215,266468500
2010-05-24,15.979999542236328,16.079999923706055,15.390000343322754,15.399999618530273,12.151646614074707,170656700
2010-05-25,14.90999984741211,15.539999961853027,14.800000190734863,15.489999771118164,12.222662925720215,263919800
2010-05-26,15.90999984741211,16.100000381469727,15.380000114440918,15.470000267028809,12.206879615783691,225933000
2010-05-27,15.8100004196167,16.200000762939453,15.59000015258789,16.18000030517578,12.767118453979492,163490700
2010-05-28,16.170000076293945,16.18000030517578,15.710000038146973,15.739999771118164,12.419926643371582,160778500
2010-06-01,15.579999923706055,15.979999542236328,15.399999618530273,15.4399995803833,12.183207511901855,126185400
2010-06-02,15.579999923706055,15.920000076293945,15.350000381469727,15.890000343322754,12.54641342163086,127114500
2010-06-03,15.960000038146973,16.06999969482422,15.6899995803833,15.8100004196167,12.483251571655273,124229100
2010-06-04,15.5,15.729999542236328,15.25,15.350000381469727,12.120043754577637,148415800
2010-06-07,15.359999656677246,15.399999618530273,14.770000457763672,14.829999923706055,11.709458351135254,158959100
2010-06-08,14.880000114440918,15.350000381469727,14.789999961853027,15.329999923706055,12.104254722595215,167648900
2010-06-09,15.430000305175781,15.489999771118164,14.9399995803833,15.010000228881836,11.85158634185791,150844900
2010-06-10,15.270000457763672,15.479999542236328,15.109999656677246,15.460000038146973,12.206893920898438,124056500
2010-06-11,15.329999923706055,15.699999809265137,15.3100004196167,15.600000381469727,12.317435264587402,115114300
2010-06-14,15.699999809265137,15.789999961853027,15.390000343322754,15.40999984741211,12.167414665222168,120504600
2010-06-15,15.5600004196167,15.84000015258789,15.3100004196167,15.800000190734863,12.475353240966797,129815000
2010-06-16,15.699999809265137,15.970000267028809,15.649999618530273,15.869999885559082,12.530622482299805,110926700
2010-06-17,15.960000038146973,16.06999969482422,15.59000015258789,15.819999694824219,12.491142272949219,127136400
2010-06-18,15.880000114440918,15.90999984741211,15.739999771118164,15.819999694824219,12.491142272949219,105721700
2010-06-21,16.030000686645508,16.100000381469727,15.75,15.789999961853027,12.46745777130127,109114600
2010-06-22,15.779999732971191,15.90999984741211,15.5600004196167,15.579999923706055,12.301642417907715,108235700
2010-06-23,15.600000381469727,15.710000038146973,15.289999961853027,15.430000305175781,12.183207511901855,132920800
2010-06-24,15.270000457763672,15.3100004196167,14.979999542236328,15.020000457763672,11.859478950500488,167776300
2010-06-25,15.260000228881836,15.619999885559082,15.109999656677246,15.420000076293945,12.175312042236328,175269500
2010-06-28,15.5,15.550000190734863,15.210000038146973,15.239999771118164,12.033187866210938,110641800
2010-06-29,15.010000228881836,15.050000190734863,14.449999809265137,14.569999694824219,11.504170417785645,201991800
2010-06-30,14.619999885559082,14.800000190734863,14.300000190734863,14.369999885559082,11.3462553024292,138978000
2010-07-01,14.319999694824219,14.350000381469727,13.5,14.020000457763672,11.069902420043945,256787300
2010-07-02,14.100000381469727,14.100000381469727,13.680000305175781,13.84000015258789,10.927774429321289,140988600
2010-07-06,14.130000114440918,14.3100004196167,13.829999923706055,14.0600004196167,11.101481437683105,120153500
2010-07-07,14.119999885559082,14.729999542236328,14.100000381469727,14.710000038146973,11.614710807800293,150021000
2010-07-08,14.880000114440918,14.9399995803833,14.600000381469727,14.859999656677246,11.733149528503418,132297400
2010-07-09,14.859999656677246,15.130000114440918,14.75,15.109999656677246,11.930543899536133,86584400
2010-07-12,15.069999694824219,15.25,14.970000267028809,15.210000038146973,12.00949764251709,92146300
2010-07-13,15.479999542236328,15.720000267028809,15.399999618530273,15.670000076293945,12.372708320617676,130720700
2010-07-14,15.600000381469727,15.720000267028809,15.420000076293945,15.670000076293945,12.372708320617676,115645600
2010-07-15,15.65999984741211,15.6899995803833,15.0600004196167,15.390000343322754,12.151625633239746,177237600
2010-07-16,14.630000114440918,14.670000076293945,13.960000038146973,13.979999542236328,11.038317680358887,438430600
2010-07-19,13.970000267028809,14.020000457763672,13.300000190734863,13.609999656677246,10.746172904968262,314752200
2010-07-20,13.359999656677246,13.850000381469727,13.300000190734863,13.770000457763672,10.872505187988281,180152700
2010-07-21,13.960000038146973,13.970000267028809,13.329999923706055,13.359999656677246,10.548778533935547,203245200
